labels,movieId,imdbId,title,tmdbId,year,countries,languages,plot,imdbRating,imdbVotes,released,runtime,poster,revenue,budget,url
Movie,8575,0243135,"Happenstance (Battement d'ailes du papillon, Le)",24908,2000,France,French; English,"How, thanks to what's known as the Butterfly theory (a random series of unlinked events), can a young woman and a young man meet ?",6.9,3526,2000-06-21,90,https://image.tmdb.org/t/p/w440_and_h660_face/lhMmn4MXxd5zxGqwZRfddaRh6me.jpg,,,https://themoviedb.org/movie/24908
Movie,8576,0339230,Kopps,9256,2003,Sweden; Denmark,Swedish; English,"When a small town police station is threatened with shutting down because of too little crime, the police realise that something has to be done...",6.8,15876,2003-02-07,90,https://image.tmdb.org/t/p/w440_and_h660_face/8Pdqq8QlTKrZ5mf9MqQqBfBWfrG.jpg,,,https://themoviedb.org/movie/9256
Movie,8577,0342213,Comandante,25783,2003,USA; Spain,English; Spanish,Documentary on the director's meeting with Castro.,7.0,3050,2003-06-06,99,https://image.tmdb.org/t/p/w440_and_h660_face/gJjwog4k9ricwM9oi0rc0CsOrXr.jpg,,,https://themoviedb.org/movie/25783
Movie,8580,0099851,Into the Woods,23378,,,,,,,,,https://image.tmdb.org/t/p/w440_and_h660_face/cJ8MWbAMWWrDbPecLOs7JWUCHAS.jpg,,,https://themoviedb.org/movie/23378
Movie,8581,0168122,Pirates of Silicon Valley,3293,1999,USA,English,History of Apple and Microsoft.,7.3,20018,1999-06-20,95,https://image.tmdb.org/t/p/w440_and_h660_face/t7uUOD2Ov2CM9PYYOEggL7hef15.jpg,,,https://themoviedb.org/movie/3293
Movie,8582,0104810,Manufacturing Consent: Noam Chomsky and the Media,36947,1992,Australia; Finland; Norway; Canada,English,A film about the noted American linguist/political dissident and his warning about corporate media's role in modern propaganda.,8.2,3473,1992-11-06,167,https://image.tmdb.org/t/p/w440_and_h660_face/2Izpz5pgB5ScVrXkIxK4TXDxZLn.jpg,,,https://themoviedb.org/movie/36947
Movie,8583,0037604,"Clock, The",54028,1945,USA,English,"Soldier Joe Allen is on a two-day leave in New York, and there he meets Alice. She agrees to show him the sights and they spend the day together. In this short time they find themselves ...",7.5,2158,1945-05-25,90,https://image.tmdb.org/t/p/w440_and_h660_face/xUQMRauovBxwYETxuvUn9h0jFlM.jpg,,,https://themoviedb.org/movie/54028
Movie,8584,0037865,Leave Her to Heaven,17645,1945,USA,English,"A writer meets a young socialite on board a train. The two fall in love and are married soon after, but her obsessive love for him threatens to be the undoing of both them and everyone else around them.",7.7,7596,1945-12-20,110,https://image.tmdb.org/t/p/w440_and_h660_face/aUzQZt2UlaurZ3wlhzVXQb6PQk8.jpg,,,https://themoviedb.org/movie/17645
Movie,8589,0098437,Winter War (Talvisota),29383,1989,Finland,Finnish,"Set during World War 2. After Nazi Germany invaded Poland in September 1939, Russia attacked Finland in November 1939. Finnish reservists leave their homes and go to war. The film focuses ...",7.9,6294,1989-12-01,199,https://image.tmdb.org/t/p/w440_and_h660_face/hoXzrghg8RMtw9ErlWZ6lfixOR9.jpg,,4414000,https://themoviedb.org/movie/29383
Movie,8591,0087910,"Philadelphia Experiment, The",10606,1984,USA,English,A United States Navy destroyer escort participates in a Navy invisibility experiment that inadvertently sends two sailors 40 years into the future.,6.1,10959,1984-08-03,102,https://image.tmdb.org/t/p/w440_and_h660_face/3RbnRoVSgrvmUk8cjfZ3Jw6HzUr.jpg,,21000000,https://themoviedb.org/movie/10606
Movie,8596,0078163,Revenge of the Pink Panther,6081,1978,UK; USA,English; Latin,"To prove that he still is strong and powerful, Philippe Douvier decides to kill Clouseau. Once news of his death has been announced, Clouseau tries to take advantage of it and goes undercover with Cato to find out who tried to kill him.",6.7,15415,1978-07-19,99,https://image.tmdb.org/t/p/w440_and_h660_face/kWigEyeUGtCxBzeND3jO0UE5VNc.jpg,49579269,,https://themoviedb.org/movie/6081
Movie,8600,0029870,Angels with Dirty Faces,13696,1938,USA,English,A priest tries to stop a gangster from corrupting a group of street kids.,8.0,15476,1938-11-26,97,https://image.tmdb.org/t/p/w440_and_h660_face/wOZtIdDU6nntxTJHUD31ZPupj2W.jpg,,,https://themoviedb.org/movie/13696
Movie,8604,0152930,Taxi,2330,1998,France,French; German; Korean; Portuguese,"To work off his tarnished driving record, a hip taxi driver must chauffeur a loser police inspector on the trail of German bank robbers.",6.9,60009,1998-11-20,86,https://image.tmdb.org/t/p/w440_and_h660_face/nKcewqR6BtJRyRd4ZeAPvT1Ibzq.jpg,268254,,https://themoviedb.org/movie/2330
Movie,8607,0388473,Tokyo Godfathers,13398,2003,Japan,Japanese; Spanish; English,"On Christmas Eve, three homeless people living on the streets of Tokyo find a newborn baby among the trash and set out to find its parents.",7.9,18172,2003-11-08,92,https://image.tmdb.org/t/p/w440_and_h660_face/ukhvxpVcBsb1MpRRwiqEIwyKdUX.jpg,,,https://themoviedb.org/movie/13398
Movie,8609,0014341,Our Hospitality,701,1923,USA,English,"A man returns to his Appalachian homestead. On the trip, he falls for a young woman. The only problem is her family has vowed to kill every member of his family.",7.9,7026,1923-11-19,65,https://image.tmdb.org/t/p/w440_and_h660_face/lQrEfsUrvK7smks2eOOJDf5j9yk.jpg,,,https://themoviedb.org/movie/701
Movie,8610,0086873,All of Me,10631,1984,USA,English,"A dying millionnaire has her soul transferred into a younger, willing woman. But something goes wrong, and she finds herself in her lawyer's body - together with the lawyer.",6.7,12793,1984-09-21,93,https://image.tmdb.org/t/p/w440_and_h660_face/ujJ0qogrY7A5rOnW5op1tBuQq84.jpg,,,https://themoviedb.org/movie/10631
Movie,8611,0039370,"Farmer's Daughter, The",43466,1947,USA,English; Swedish,"Katie Holstrom leaves the farm to become a nurse, but is sidetracked into domestic service, romance, and politics.",7.5,1639,1947-03-26,97,https://image.tmdb.org/t/p/w440_and_h660_face/9veWcokth81pGSnAQaPWzSbRYRn.jpg,,,https://themoviedb.org/movie/43466
Movie,8612,0036098,Lassie Come Home,2202,1943,USA,English,"After her destitute family is forced to sell her, a collie named Lassie escapes from her new owner and begins the long trek from Scotland to her Yorkshire home.",7.2,3773,1943-12-01,89,https://image.tmdb.org/t/p/w440_and_h660_face/l8teSgTmEbQ4kQtsOFhdy9xbjTg.jpg,,,https://themoviedb.org/movie/2202
Movie,8614,0093693,Overboard,10780,1987,USA,English; French,"A cruel but beautiful heiress screws over a hired carpenter, who later is the first one to find her when she gets amnesia. Looking for a little revenge he convinces her that she's his wife.",6.7,35565,1987-12-16,106,https://image.tmdb.org/t/p/w440_and_h660_face/ppRWYqDqN8vTgTIPQGZENcTEA.jpg,26713187,1880006,https://themoviedb.org/movie/10780
Movie,8616,0045586,By the Light of the Silvery Moon,19590,1953,USA,English,"The trials and tribulations of the Winfield family in small town Indiana as Marjorie Winfield's boyfriend, William Sherman, returns from the Army after W.W.I. Bill & Marjorie's on-again, ...",7.0,1445,1954-02-15,101,https://image.tmdb.org/t/p/w440_and_h660_face/74ELNX5jbd3kbquunupgDXlUWJz.jpg,,,https://themoviedb.org/movie/19590
Movie,8617,0053622,Butterfield 8,23724,1960,USA,English,"The romantic life of a fashionable Manhattan beauty who's part model, part call-girl, and all man-trap.",6.4,4166,1960-11-04,109,https://image.tmdb.org/t/p/w440_and_h660_face/zwMaEBrNWFv9I9NiJVNTQ8znAM4.jpg,,,https://themoviedb.org/movie/23724
Movie,8618,0047136,Johnny Guitar,26596,1954,USA,English,"A strong willed female saloon owner is wrongly suspected of murder and bank robbery by a lynch mob, when she helps a wounded gang member.",7.7,10795,1954-05-27,110,https://image.tmdb.org/t/p/w440_and_h660_face/oxzEtTh44J4CxSFniuBdzshLXyy.jpg,,,https://themoviedb.org/movie/26596
Movie,8620,0056732,"Exterminating Angel, The (Ángel exterminador, El)",29264,1962,Mexico,Spanish,The guests at an upper-class dinner party find themselves unable to leave.,8.2,19074,1967-08-21,95,https://image.tmdb.org/t/p/w440_and_h660_face/ttA4HFg4SaGWvE7dx5GLuYCvSiv.jpg,,,https://themoviedb.org/movie/29264
Movie,8622,0361596,Fahrenheit 9/11,1777,2004,USA,English; Arabic,Michael Moore's view on what happened to the United States after September 11; and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.,7.5,110887,2004-06-25,122,https://image.tmdb.org/t/p/w440_and_h660_face/fqYHw4cCgEbbWqhA4MIuWKZZ4RA.jpg,119114517,6000000,https://themoviedb.org/movie/1777
Movie,8623,0093886,Roxanne,11584,1987,USA,English,"Based on the play Cyrano de Bergerac, large nosed C.D. Bales falls for the beautiful Roxanne while she falls for his personality but another man's looks.",6.6,31630,1987-06-19,107,https://image.tmdb.org/t/p/w440_and_h660_face/c2XSGkpAIIof6Oi8Sr6wBvwt1Lk.jpg,40050884,,https://themoviedb.org/movie/11584
Movie,8625,0342956,"Same River Twice, The",202475,2003,USA,English,"From peyote to prozac, a sensitive portrait of five former hippies now approaching middle age.",7.0,254,2003-01-18,78,,,,https://themoviedb.org/movie/202475
Movie,8629,0167059,"Book of Life, The",23522,1998,France; USA,English,"The end of the millenium has taken on a certain significance in modern day prophecies. What happens if Jesus Christ has second thoughts about the Apocalypse? It is December 31, 1999 and New...",6.7,1565,1999-05-26,63,https://image.tmdb.org/t/p/w440_and_h660_face/ikjRwvAPmHWEUZhaUqwfb9D5Smc.jpg,,,https://themoviedb.org/movie/23522
Movie,8633,0087597,"Last Starfighter, The",11884,1984,USA,English,A discouraged video-gaming boy finds himself recruited as a gunner for an alien defense force.,6.7,28211,1984-07-13,101,https://image.tmdb.org/t/p/w440_and_h660_face/an1H0DPADLDlEsiUy8vE9AWqrhm.jpg,28733290,15000000,https://themoviedb.org/movie/11884
Movie,8636,0316654,Spider-Man 2,558,2004,USA,English; Russian; Chinese,Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.,7.3,392320,2004-06-30,127,https://image.tmdb.org/t/p/w440_and_h660_face/olxpyq9kJAZ2NU1siLshhhXEPR7.jpg,783766341,200000000,https://themoviedb.org/movie/558
Movie,8638,0381681,Before Sunset,80,2004,USA,English; French,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",8.0,162418,2004-07-30,80,https://image.tmdb.org/t/p/w440_and_h660_face/gycdE1ARByGQcK4fYR2mgpU6OO.jpg,15992615,2700000,https://themoviedb.org/movie/80
Movie,8640,0349683,King Arthur,9477,2004,USA; UK; Ireland,English; Latin; Irish; Welsh; Scottish Gaelic,A demystified take on the tale of King Arthur and the Knights of the Round Table.,6.3,133018,2004-07-07,126,https://image.tmdb.org/t/p/w440_and_h660_face/1NSjUSU4VPjZ5emmjbCO2wDSnSm.jpg,203567857,120000000,https://themoviedb.org/movie/9477
Movie,8641,0357413,Anchorman: The Legend of Ron Burgundy,8699,2004,USA,English; French; Spanish,"Ron Burgundy is San Diego's top rated newsman in the male-dominated broadcasting of the '70s, but that's all about to change for Ron and his cronies when an ambitious woman is hired as a new anchor.",7.2,259844,2004-07-09,94,https://image.tmdb.org/t/p/w440_and_h660_face/mhZIcRePT7U8viFQVjt1ZjYIsR4.jpg,90574188,26000000,https://themoviedb.org/movie/8699
Movie,8642,0368975,Sleepover,9893,2004,USA,English,"Four best friends, desperate to improve their social status, enter into an all-night scavenger hunt against the popular clique in their school.",5.3,12329,2004-07-09,89,https://image.tmdb.org/t/p/w440_and_h660_face/tU5O6KWJTG8PvLPWzOtabTijAjb.jpg,,,https://themoviedb.org/movie/9893
Movie,8643,0356470,"Cinderella Story, A",11247,2004,USA; Canada,English; German; Czech,"Routinely exploited by her wicked stepmother, the downtrodden Sam Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.",5.9,60202,2004-07-16,95,https://image.tmdb.org/t/p/w440_and_h660_face/jx41YDRaXRcNqywmVt2yI2ahCy2.jpg,70067909,19000000,https://themoviedb.org/movie/11247
Movie,8644,0343818,"I, Robot",2048,2004,USA; Germany,English,"In 2035 a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity.",7.1,371576,2004-07-16,115,https://image.tmdb.org/t/p/w440_and_h660_face/zDu0TsCZHPzDO0d0iG9QynKGr4J.jpg,347234916,120000000,https://themoviedb.org/movie/2048
Movie,8645,0390221,"Maria Full of Grace (Maria, Llena eres de gracia)",436,2004,Colombia; USA; Ecuador,Spanish; English,A pregnant Colombian teenager becomes a drug mule to make some desperately needed money for her family.,7.5,30092,2004-08-06,101,https://image.tmdb.org/t/p/w440_and_h660_face/uNiu0ybWivhRqX4jQyLLb96gR23.jpg,,,https://themoviedb.org/movie/436
Movie,8650,0056196,Long Day's Journey Into Night,43004,1962,USA,English,"Author Eugene O'Neill gives an autobiographical account of his explosive homelife, fused by a drug-addicted mother, a father who wallows in drink after realizing he is no longer a famous ...",7.8,3361,1963-11-27,174,https://image.tmdb.org/t/p/w440_and_h660_face/v0LN26HmrCEgZiDGpO3xJGkb9OK.jpg,,500000,https://themoviedb.org/movie/43004
Movie,8654,0047365,Prince Valiant,65994,1954,USA,English,A young Viking prince strives to become a knight in King Arthur's Court and restore his exiled father to his rightful throne.,6.3,1685,1954-04-05,100,https://image.tmdb.org/t/p/w440_and_h660_face/zL8HfY4dJLkyASBvArnuNOZqd6o.jpg,,2970000,https://themoviedb.org/movie/65994
Movie,8656,0095468,"Short Film About Killing, A (Krótki film o zabijaniu)",10754,1988,Poland,Polish,"The plot couldn't be simpler or its attack on capital punishment (and the act of killing in general) more direct - a senseless, violent, almost botched murder is followed by a cold, ...",8.2,10512,1988-10-26,84,https://image.tmdb.org/t/p/w440_and_h660_face/k7sk4yNdoXY7iwp1M9QTZuBDiJS.jpg,,,https://themoviedb.org/movie/10754
Movie,8657,0051087,"Tin Star, The",30054,1957,USA,English,"A cynical former sheriff turned bounty hunter helps a young, recently appointed acting sheriff with his advice, his experience and his gun.",7.4,3390,1958-01-31,93,https://image.tmdb.org/t/p/w440_and_h660_face/bO1uATTun5pLOGTpTOkkNHjnET3.jpg,,,https://themoviedb.org/movie/30054
Movie,8661,0056085,How the West Was Won,11897,1962,USA,English; Arapaho,"A family saga covering several decades of Westward expansion in the nineteenth century--including the Gold Rush, the Civil War, and the building of the railroads.",7.1,13780,1963-02-20,164,https://image.tmdb.org/t/p/w440_and_h660_face/wFgIHnrX3hGZgOE8gq3bq3XGYOY.jpg,50000000,15000000,https://themoviedb.org/movie/11897
Movie,8665,0372183,"Bourne Supremacy, The",2502,2004,USA; Germany,English; Russian; German; Italian,"When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.",7.8,329972,2004-07-23,108,https://image.tmdb.org/t/p/w440_and_h660_face/7IYGiDrquvX3q7e9PV6Pejs6b2g.jpg,288500217,75000000,https://themoviedb.org/movie/2502
Movie,8666,0327554,Catwoman,314,2004,USA,English; Spanish,"A shy woman, endowed with the speed, reflexes, and senses of a cat, walks a thin line between criminal and hero, even as a detective doggedly pursues her, fascinated by both of her personas.",3.3,84979,2004-07-23,104,https://image.tmdb.org/t/p/w440_and_h660_face/nqNY2yKkDF2Qm8QtKgmqosjyAHv.jpg,82102379,100000000,https://themoviedb.org/movie/314
Movie,8667,0359423,A Home at the End of the World,18923,2004,USA; Canada,English,From the Pulitzer Prize-winning author of The Hours comes a story that chronicles a dozen years in the lives of two best friends who couldn't be more different. From suburban Cleveland in...,6.8,11884,2004-10-14,97,https://image.tmdb.org/t/p/w440_and_h660_face/o1YC1V30LR0LJzGR6JtbzpDSTYy.jpg,1548955,6500000,https://themoviedb.org/movie/18923
Movie,8670,0023563,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse)",12206,1933,Germany,German,"A new crime wave grips the city and all clues seem to lead to the nefarious Dr. Mabuse, even though he has been imprisoned in a mental asylum for nearly a decade.",7.9,8378,,122,https://image.tmdb.org/t/p/w440_and_h660_face/tc2ET7j6X066VCjdHblSwLr8sEz.jpg,27690,,https://themoviedb.org/movie/12206
Movie,8672,0050171,Battle Hymn,75046,1957,USA,English; Korean,A remorseful bomber pilot-turned-minister rejoins for the Korean War.,6.4,668,1957-03-03,108,https://image.tmdb.org/t/p/w440_and_h660_face/8Hehx4NQe0jIZymYwaglOtsCYmr.jpg,,,https://themoviedb.org/movie/75046
Movie,8675,0050356,"Enemy Below, The",15876,1957,USA,English,"During World War II, an American destroyer meets a German U-Boat. Both captains are good ones, and the engagement lasts for a considerable time.",7.6,6971,1958-01-08,98,https://image.tmdb.org/t/p/w440_and_h660_face/3HpCdqPmDgjUpNwWPtfbmmsblb1.jpg,,,https://themoviedb.org/movie/15876
Movie,8684,0049902,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut)",15244,1956,France,French; German,"Captured French Resistance fighter Andre Devigny awaits a certain death sentence for espionage in a stark Nazi prison. Facing malnourishment and paralyzing fear, he must engineer an ...",8.2,11323,1957-08-26,99,https://image.tmdb.org/t/p/w440_and_h660_face/yPVp405f3FzLyLJW73rcn9FhWyH.jpg,,,https://themoviedb.org/movie/15244
Movie,8689,0100602,"Shock to the System, A",20876,1990,USA,English,"When you think you're at the top of the corporate ladder and then discover they have managed to pull that ladder away, sometimes you have to take it upon yourself to 'level' the playing ...",6.8,3002,1990-03-23,88,https://image.tmdb.org/t/p/w440_and_h660_face/A8gnFmOGYtxHBRFaBEYsu0PVSdc.jpg,,,https://themoviedb.org/movie/20876
Movie,8690,0069280,Slaughterhouse-Five,24559,1972,USA,English; German,A man tells his story of how he became unstuck in time and abducted by aliens.,7.0,9294,1972-03-15,104,https://image.tmdb.org/t/p/w440_and_h660_face/td1iHSiMtHQWJSgTCVSaonJ6BQY.jpg,,3200000,https://themoviedb.org/movie/24559
Movie,8695,0039169,"Bachelor and the Bobby-Soxer, The",27437,1947,USA,English; French,A high school girl falls for a playboy artist with screwball results.,7.3,5880,1947-09-01,95,https://image.tmdb.org/t/p/w440_and_h660_face/bp2wkO7InDjFHScEgH2M5cMRzHJ.jpg,,,https://themoviedb.org/movie/27437
Movie,8699,0219636,Dancing in September,259389,2000,USA,English,A black female TV producer struggles in Hollywood.,6.5,369,2000-02-24,107,,,850000,https://themoviedb.org/movie/259389
Movie,8700,0035799,Destination Tokyo,22871,1943,USA,English; Japanese,"In order to provide information for the first air raid over Tokyo, a U.S. submarine sneaks into Tokyo Bay and places a spy team ashore.",7.3,3412,1943-12-31,135,https://image.tmdb.org/t/p/w440_and_h660_face/oohCMxX1B8FGaDk5G1FrTXkuxj0.jpg,,,https://themoviedb.org/movie/22871
Movie,8709,0097530,How I Got Into College,27307,1989,USA,English,"The simple story of two young Michigan high school students, Jessica, Class President, Local Smart Girl, and object of Marlon's affections attempt to get into a small Pennsylvania college. ...",5.8,1738,1989-05-19,86,https://image.tmdb.org/t/p/w440_and_h660_face/qC2DKMefzyjxCagXnV2E0eKTF5F.jpg,1642239,,https://themoviedb.org/movie/27307
Movie,8711,0040613,Mr. Blandings Builds His Dream House,32294,1948,USA,English,A man and his wife decide they can afford to have a house in the country built to their specifications. It's a lot more trouble than they think.,7.4,7706,1948-06-04,94,https://image.tmdb.org/t/p/w440_and_h660_face/smKM575W3FLvWHna5YaWWeN5po8.jpg,,,https://themoviedb.org/movie/32294
Movie,8712,0029284,My Favorite Wife,41463,1940,USA,English,"Missing for seven years and presumed dead, a woman returns home on the day of her husband's second marriage.",7.4,6828,1940-05-17,88,https://image.tmdb.org/t/p/w440_and_h660_face/hX1pmKczVzj38FE2u9UwEmRXwM9.jpg,,,https://themoviedb.org/movie/41463
Movie,8713,0093744,"New Adventures of Pippi Longstocking, The",19051,1988,Sweden; USA,English,"After her father's ship is carried off by a sudden storm, the spunky Pippi Longstocking is stranded with her horse, Alfonso, and monkey, Mr. Nilsson, and takes up residence in the old ...",5.9,3187,1988-07-29,100,https://image.tmdb.org/t/p/w440_and_h660_face/a9o3WEzGjr36YjqTnzuikxHvyET.jpg,3569939,5000000,https://themoviedb.org/movie/19051
Movie,8718,0040806,"Snake Pit, The",62694,1948,USA,English; German,A detailed chronicle of a woman during her stay in a mental institution.,7.7,4643,1948-11-13,108,https://image.tmdb.org/t/p/w440_and_h660_face/wLO2TVjM4UUQUwOq7RqfS8PCdMC.jpg,,,https://themoviedb.org/movie/62694
Movie,8720,0103007,"Super, The",53287,1991,USA; Japan,English; Spanish,Karma comes into play when a wealthy wisecracking landlord is ordered by a court to live in the filthy building that he runs.,5.4,4067,1991-10-04,95,https://image.tmdb.org/t/p/w440_and_h660_face/uJGeLycfDUZPQhBy1orsEh64Fxn.jpg,11000863,22000000,https://themoviedb.org/movie/53287
Movie,8722,0086494,Two of a Kind,32644,1983,USA,English,"God has had just about enough of the human's attitude so he will destroy the planet very soon. It is up to a struggling inventor and a bank teller, both with very amateur criminal minds, to...",4.6,3008,1983-12-16,88,https://image.tmdb.org/t/p/w440_and_h660_face/b0VdTJJLbOfSXOGAhdJUH9DYir.jpg,23646952,,https://themoviedb.org/movie/32644
Movie,8724,0057091,"Leopard, The (Gattopardo, Il)",1040,1963,Italy; France,Italian; Latin; French,"The Prince of Salina, a noble aristocrat of impeccable integrity, tries to preserve his family and class amid the tumultuous social upheavals of 1860's Sicily.",8.1,15657,1963-07-15,187,https://image.tmdb.org/t/p/w440_and_h660_face/uRTf779enqJfeqoINKDyzo4teFS.jpg,,,https://themoviedb.org/movie/1040
Movie,8725,0064381,"Goodbye, Columbus",42604,1969,USA,English,"A Jewish man and a Jewish woman meet and while attracted to each other, find that their worlds are very different. She is the archtypical Jewish American Princess, very emotionally involved...",6.6,1283,1969-05-21,102,https://image.tmdb.org/t/p/w440_and_h660_face/yEfA6HiXipVZdHvxiagV6MxuDNS.jpg,,,https://themoviedb.org/movie/42604
Movie,8727,0072848,"Day of the Locust, The",5122,1975,USA,English,An art director in the 1930s falls in love and attempts to make a young woman an actress despite Hollywood who wants nothing to do with her because of her problems with an estranged man and her alcoholic father.,7.2,3900,1975-08-22,144,https://image.tmdb.org/t/p/w440_and_h660_face/7Pv91cWBuy44GvXOv7nqvXOG0lD.jpg,,,https://themoviedb.org/movie/5122
Movie,8730,0243609,To End All Wars,1783,2001,USA,English; Japanese,A true story about four Allied POWs who endure harsh treatment from their Japanese captors during World War II while being forced to build a railroad through the Burmese jungle. Ultimately ...,7.1,8701,2001-09-02,117,https://image.tmdb.org/t/p/w440_and_h660_face/4fXRE02M2EckpGPZNbuZIo05dmL.jpg,,,https://themoviedb.org/movie/1783
Movie,8743,0090729,Biggles,22976,1986,UK; USA,English; German; French,Daring British WWI fighter pilot James Biggles Bigglesworth and 1980s low-level business executive Jim Ferguson discover that they can time travel to each other's eras. They try to stop the Germans from changing the outcome of WWI.,5.8,1992,1988-01-29,108,https://image.tmdb.org/t/p/w440_and_h660_face/9p4gfSsUWi2YdnGGpFHSxpmjbFg.jpg,112132,,https://themoviedb.org/movie/22976
Movie,8745,0054483,"World of Suzie Wong, The",45608,1960,UK; USA,English; Cantonese,"Robert Lomax tired of working in an office, wants to be an artist. So he moves to Hong Kong to try his hand at painting. Finding a cheap hotel he checks in, only to find it's used by ...",7.1,1545,,126,https://image.tmdb.org/t/p/w440_and_h660_face/cmXrkYHP4ySf1ZEpsw6TZFLNWrI.jpg,,,https://themoviedb.org/movie/45608
Movie,8751,0042530,Gun Crazy (a.k.a. Deadly Is the Female),18671,1950,USA,English,"A well meaning crack shot husband is pressured by his beautiful marksman wife to go on an interstate robbery spree, where he finds out just how depraved and deadly she really is.",7.7,7865,1950-01-20,86,https://image.tmdb.org/t/p/w440_and_h660_face/syV56xlpFCRWxjt5PoBDrG58P9P.jpg,,,https://themoviedb.org/movie/18671
Movie,8752,0041859,"Set-Up, The",17218,1949,USA,English,"Over-the-hill boxer Bill 'Stoker' Thompson insists he can still win, though his sexy wife Julie pleads with him to quit. But his manager Tiny is so confident he will lose, he takes money ...",7.8,5546,1949-04-02,73,https://image.tmdb.org/t/p/w440_and_h660_face/ptZ1auEXlpWcLAOb6ivljCNRmlw.jpg,,,https://themoviedb.org/movie/17218
Movie,8753,0346091,Unprecedented: The 2000 Presidential Election,41316,2002,USA,English,,7.8,575,2002-09-17,50,,,,https://themoviedb.org/movie/41316
Movie,8754,0064840,"Prime of Miss Jean Brodie, The",5179,1969,UK; USA,English; Latin; French; Italian,A headstrong young teacher in a private school in 1930s Edinburgh ignores the curriculum and influences her impressionable 12 year old charges with her over-romanticized world view.,7.7,6589,1969-06-27,116,https://image.tmdb.org/t/p/w440_and_h660_face/9gi3aonpByRTth5upp3V7tV6AjV.jpg,,,https://themoviedb.org/movie/5179
Movie,8761,0057579,"Three Lives of Thomasina, The",15081,1963,UK; USA,English; Scottish Gaelic,"Thomasina the cat brings a family together, through her mysterious death and reappearance.",7.3,1628,1964-06-04,97,https://image.tmdb.org/t/p/w440_and_h660_face/7yptSpeO8RYS8vHP2k5zttJxQpV.jpg,,,https://themoviedb.org/movie/15081
Movie,8763,0063389,"One and Only, Genuine, Original Family Band, The",64877,1968,USA,English,"The Bower Family Band petitions the Democratic National Committee to sing a Grover Cleveland rally song at the 1888 convention, but decide instead to move to the Dakota territory on the ...",6.5,491,1969-04-25,110,https://image.tmdb.org/t/p/w440_and_h660_face/gVTrHw2113Vqon8zFxsEMPRk044.jpg,,,https://themoviedb.org/movie/64877
Movie,8765,0035432,This Gun for Hire,16703,1942,USA,English,"When assassin Philip Raven shoots a blackmailer and his beautiful female companion dead, he is paid off in marked bills by his treasonous employer who is working with foreign spies.",7.6,6003,1942-11-03,81,https://image.tmdb.org/t/p/w440_and_h660_face/8zcsEWlpY48gAkOjHH2SeJrqvsz.jpg,1000000,512423,https://themoviedb.org/movie/16703
Movie,8766,0038360,Black Angel,20298,1946,USA,English,"When Kirk Bennett is convicted of a singer's murder, his wife tries to prove him innocent...aided by the victim's ex-husband.",7.0,1687,1946-08-02,81,https://image.tmdb.org/t/p/w440_and_h660_face/sLPKGEH5jqP5EnghvLTXCASVxzu.jpg,,,https://themoviedb.org/movie/20298
Movie,8767,0040160,"Big Clock, The",19974,1948,USA,English,A career oriented magazine editor finds himself on the run when he discovers his boss is framing him for murder.,7.7,5303,1948-04-09,95,https://image.tmdb.org/t/p/w440_and_h660_face/2LeVgGRGHs6zXboGwxSgQn9b6jp.jpg,,,https://themoviedb.org/movie/19974
Movie,8768,0041268,Criss Cross,22112,1949,USA,English,An armored truck driver and his lovely ex-wife conspire with a gang to have his own truck robbed on the route.,7.5,4763,1949-06-17,88,https://image.tmdb.org/t/p/w440_and_h660_face/AwmyVw6h3nZWvkZUuNpZYDA2Dly.jpg,,,https://themoviedb.org/movie/22112
Movie,8772,0059749,"Spy Who Came in from the Cold, The",13580,1965,UK,English,"British agent Alec Leamas refuses to come in from the cold war during the 1960s, choosing to face another mission, which may prove to be his final one.",7.7,10032,1965-12-16,112,https://image.tmdb.org/t/p/w440_and_h660_face/gq4rjEdNO68kQh98yEihWAnJBO8.jpg,,,https://themoviedb.org/movie/13580
Movie,8777,0098209,Roadkill (a.k.a. Roadkill: Move or Die),41940,1989,Canada,English,"Ramona works in a concert agency and is sent after the rock band 'Children of Paradise' who have disappeared. Since she can't drive, she has to take the train and bus and eventually ...",7.1,496,1990-08-09,80,https://image.tmdb.org/t/p/w440_and_h660_face/1oJzqXKP4kbrVtOrs1CmrmFky2k.jpg,,250000,https://themoviedb.org/movie/41940
Movie,8779,0310778,Bon Voyage,14652,2003,France,French; German; English; Italian,"An actress, a writer, a student, and a government worker band together in an effort to escape Paris as the Nazis move into the city.",6.9,4244,2004-05-21,114,https://image.tmdb.org/t/p/w440_and_h660_face/2o29FuCY55hd66JMO2i4kzglqno.jpg,,,https://themoviedb.org/movie/14652
